epoch,learning_rate,train_loss,train_primary_loss,train_vtpm_loss,validation_loss,validation_miou,validation_pa
1,0.0001,1.5920545420818382,1.283920318796364,3.081342152281151,1.3853228986263275,0.7145196259246624,0.8998977661132812
2,0.0001,1.2548929023610589,1.0537306783602178,2.0116222074817753,1.180089718103409,0.7020078800112417,0.886096700032552
3,0.0001,1.0707529065021186,0.9297433038167345,1.4100960542620715,1.0138088405132293,0.8810988381582878,0.968816630045573
4,0.0001,0.9269597736752264,0.8374940685288067,0.894657042383157,0.8959396600723266,0.898201880038855,0.9737772623697917
5,0.0001,0.8194159479022356,0.7621450696625538,0.5727087881756622,0.834306862950325,0.9279741137358634,0.9808741251627604
6,0.0001,0.7364033074260088,0.6989404881099585,0.3746281972056941,0.7449290007352829,0.9316301985394841,0.981334940592448
7,0.0001,0.6772469645391871,0.6517398968297688,0.2550706725949396,0.6958132356405258,0.9441640509541931,0.9839263916015625
8,0.0001,0.6006796264252174,0.5845637184431018,0.16115907998626583,0.6690559968352318,0.9514344632739792,0.9852386474609375
9,0.0001,0.5805109542822904,0.5672773051790253,0.13233648899973594,0.6198626816272735,0.9548721884379727,0.9860834757486979
10,0.0001,0.5590594012981637,0.5486869138363656,0.10372486542342772,0.6050769463181496,0.9452937160989804,0.9830179850260417
11,0.0001,0.5203435647190443,0.5123610544402843,0.07982510972995094,0.5812959268689155,0.95467225302892,0.9860087076822917
12,0.0001,0.5007586337192567,0.4944987392821801,0.06259893526005819,0.5622547000646592,0.9608845715286288,0.9875574747721354
13,0.0001,0.4767917998114451,0.4718164398729636,0.04975357078340864,0.548205803334713,0.9635686645211061,0.98831787109375
14,0.0001,0.4574516068039839,0.4524729295615674,0.049786770045550904,0.5286982327699661,0.9640582860558365,0.9886652628580729
15,0.0001,0.4353140859227431,0.4307255102656885,0.04588575404294743,0.5200630322098732,0.958060566674806,0.9878026326497396
16,0.0001,0.44466848163723616,0.4401971895113546,0.044712915076549134,0.5073393628001213,0.9644936823918897,0.9883585611979167
17,0.0001,0.4323330204572704,0.4270643913844946,0.05268628162446682,0.49782227724790573,0.9646161929641867,0.9891932169596355
18,0.0001,0.4131595172875476,0.4087575523807071,0.04401965019797166,0.49484107494354246,0.9660947270970842,0.9889531453450521
19,0.0001,0.4117702731135149,0.4080548581984565,0.0371541519170202,0.49305068105459215,0.9643223158262302,0.9891591389973958
20,0.0001,0.3976184882615742,0.39510199683524894,0.02516491679570891,0.47568425387144087,0.969610001201565,0.9902735392252604
21,0.0001,0.391029195442094,0.38794410608481833,0.030850895588036137,0.47640330493450167,0.9699157835372753,0.9902964274088542
22,0.0001,0.3905417735887036,0.3882347748220132,0.023069970809659144,0.4634204521775246,0.9713776551087777,0.9907506306966146
23,0.0001,0.38209603128340763,0.37966554044356304,0.024304885682281476,0.4931914582848549,0.9576782793100244,0.9860539754231771
24,0.0001,0.3942178550519441,0.3903690868797725,0.03848768340551607,0.4529977321624756,0.9710938763171438,0.9907129923502604
25,0.0001,0.3899483175489051,0.38710657348262967,0.028417443495504877,0.4538582608103752,0.9719883248698444,0.9909998575846354
26,0.0001,0.34688718596323703,0.3447769419638404,0.021102435632327346,0.4439605139195919,0.9731044777961587,0.9912668863932291
27,0.0001,0.35593503086190476,0.3527128237436353,0.032222062526225,0.4443477034568787,0.9702713714058029,0.9910441080729167
28,0.0001,0.3658526070065115,0.36344725322855476,0.024053537951185013,0.4376584835350513,0.9736095114201548,0.9917505900065104
29,0.0001,0.34614202958064727,0.3430451283494521,0.030969013640685245,0.4390071704983711,0.9744670844991242,0.99176025390625
30,0.0001,0.34774945160358567,0.34534720494476384,0.02402246162474056,0.43334557935595514,0.9752360760065136,0.9920486450195313
31,0.0001,0.3345962105695561,0.332590842511185,0.020053679793453138,0.4287688061594963,0.9755825754942481,0.9923395792643229
32,0.0001,0.33487037468154673,0.3338855176833858,0.009848570198580528,0.4235158421099186,0.9765387341888893,0.9923543294270833
33,0.0001,0.3341840601363671,0.3320394207070739,0.021446388676338458,0.4213017873466015,0.9774278352791145,0.9926361083984375
34,0.0001,0.33064999165132103,0.328700178424077,0.01949813369962897,0.42566813975572587,0.9771782718787407,0.9925079345703125
35,0.0001,0.3129867667389048,0.3092127659892111,0.037740003958239066,0.41420029699802396,0.9779894658792881,0.992999267578125
36,0.0001,0.35312854847419295,0.34545939417757154,0.07669154258639659,0.4104021698236465,0.9777974020942694,0.9930191040039062
37,0.0001,0.32132920647592095,0.31617986817439175,0.0514933797202001,0.4081348359584808,0.9771469142972272,0.9931081136067709
38,0.0001,0.3357545907642703,0.3281361785952074,0.07618411486600458,0.4439682289958,0.9656485374416754,0.9900187174479167
39,2e-05,0.3235909819107637,0.3165443858281397,0.0704659570994731,0.48963116854429245,0.9556618276283272,0.9753194173177083
40,2e-05,0.33434141986588034,0.3204787796223923,0.1386263961371961,0.4032716520130634,0.9786809050011617,0.9933741251627605
41,2e-05,0.3042496880335821,0.29913064168760983,0.05119046614633244,0.39361965730786325,0.9802171716214186,0.9938008626302083
42,2e-05,0.29540841297925013,0.29070428777434487,0.04704125628235982,0.38862071111798285,0.9804327858566365,0.9938944498697917
43,2e-05,0.3000921767174042,0.2956136300788362,0.04478546488254246,0.38667989149689674,0.9807806170996684,0.9939493815104167
44,2e-05,0.2933583503945052,0.2892575552093686,0.04100794619945919,0.38617002591490746,0.981134537877221,0.9941106160481771
45,2e-05,0.2881848807975526,0.2847996335941008,0.03385247903612289,0.38407527804374697,0.9812942180934717,0.9941548665364583
46,2e-05,0.2878300445644479,0.28289928297587047,0.0493076270890181,0.3830184929072857,0.9815262811561611,0.9942240397135417
47,2e-05,0.30482254951284204,0.29997750844321425,0.04845040808415504,0.38171795606613157,0.9818412805268713,0.9943008422851562
48,2e-05,0.2787303744590844,0.27398033378196884,0.04750041017797756,0.37935821413993837,0.9814157674705152,0.9942113240559896
49,2e-05,0.2885026968912405,0.28424826396469266,0.04254432808119017,0.3782070703804493,0.9819268135164297,0.9943201700846355
