epoch,learning_rate,train_loss,train_primary_loss,train_vtpm_loss,validation_loss,validation_miou,validation_pa
1,0.0001,1.1474618244699495,0.7952244700322191,3.522373469582555,0.7998906999826432,0.567571641700669,0.9254597981770833
2,0.0001,0.6807986757926994,0.4063870876284517,2.744115808994156,0.5520179525017739,0.7449877889559327,0.961181640625
3,0.0001,0.4900904400196762,0.27313624590717855,2.1695419123958684,0.3831509560346603,0.9255723870169813,0.9820699055989583
4,0.0001,0.3546635998087907,0.1945860950983132,1.6007750064052042,0.27777158841490746,0.9364923756005795,0.98433837890625
5,0.0001,0.2578739007919449,0.14362134398515866,1.1425255424758405,0.21668679639697075,0.9489666323825188,0.9869028727213541
6,0.0001,0.19796839009691805,0.11229233809042505,0.8567605049986589,0.1800730496644974,0.9038712324724587,0.9801834106445313
7,0.0001,0.17703684012810608,0.10919972265608753,0.6783711688175096,0.13676750287413597,0.9394807090585005,0.9851557413736979
8,0.0001,0.12359290594787148,0.07729958740793107,0.46293318288147944,0.11262125559151173,0.9529998749122052,0.9878133138020834
9,0.0001,0.10411685034426295,0.06674665781228166,0.3737019178279549,0.0934063445776701,0.9467568481090956,0.9864781697591146
10,0.0001,0.08832253907856188,0.058460097863155716,0.2986244064784116,0.08079950585961342,0.957362622909292,0.9886642456054687
11,0.0001,0.07256487057314685,0.04993963008359529,0.22625239948816908,0.07932316120713949,0.9565128131129078,0.988232421875
12,0.0001,0.06420892593644333,0.04599737959018704,0.18211545991270164,0.06919411104172468,0.9548349125129052,0.9884328206380208
13,0.0001,0.055182395012755146,0.040518120230482554,0.14664274433478094,0.06177996378391981,0.9639919875964994,0.9897547403971354
14,0.0001,0.049299486920526485,0.036986725317144,0.12312761287609957,0.05515018627047539,0.9640212863647747,0.9899531046549479
15,0.0001,0.043401090722335015,0.03357356524616067,0.09827525457599487,0.04895125385373831,0.9628937268234354,0.9898478190104166
16,0.0001,0.06180930613356944,0.04811216545113236,0.1369714041000588,0.058268952555954455,0.9517622974817247,0.9866719563802083
17,0.0001,0.046132227431704136,0.03604517663491069,0.10087050461414118,0.043952562101185325,0.9640122608714713,0.9897369384765625
18,0.0001,0.03515860999720249,0.029073184278698178,0.06085425487350559,0.04272390846163034,0.9676992715552926,0.9905782063802083
19,0.0001,0.03294913020820829,0.027250792506122522,0.056983376473931396,0.0430142967030406,0.96703674428638,0.9905588785807292
20,0.0001,0.029479125514626503,0.02463967227725276,0.048394531589465786,0.03823581384494901,0.9688882635889166,0.9911229451497395
21,0.0001,0.02860552939867544,0.02361451564072902,0.04991013597222329,0.03699334235861897,0.970246873312134,0.9912928263346354
22,0.0001,0.02726487477420935,0.0230132242061012,0.04251650555982897,0.04324454739689827,0.9641621581957261,0.9899703979492187
23,0.0001,0.025042276045209484,0.021312492597755302,0.03729783397147282,0.033056615944951774,0.9735955993328199,0.992303466796875
24,0.0001,0.02148048619938359,0.018757585851460118,0.027229002753009508,0.02837959872558713,0.9737476615837757,0.9925750732421875
25,0.0001,0.020622080279684464,0.018129314757739077,0.024927655129159423,0.030492687318474054,0.9745593012587778,0.9928629557291667
26,0.0001,0.017819550796476426,0.015826578997591528,0.019929717639280572,0.02844681413844228,0.9770093562195078,0.9935129801432292
27,0.0001,0.017278025731692022,0.015271809210077217,0.02006216514004276,0.02873797668144107,0.9763308805332255,0.9929773966471355
28,0.0001,0.01678493638055972,0.01481066039992997,0.019742758869815236,0.02874703546985984,0.9707391516598817,0.9926539103190104
29,0.0001,0.03806060106284566,0.03392115451003376,0.04139446429495501,0.0335391853004694,0.9677126092691397,0.9907150268554688
30,0.0001,0.019759339479074253,0.017579956160770557,0.021793832344588645,0.030505281686782838,0.9695642455153141,0.9920801798502604
31,0.0001,0.02006116767937622,0.01784407841222273,0.022170891933700386,0.02574330139905214,0.9757171910043413,0.9931376139322917
32,0.0001,0.015200385947678228,0.013694636807506105,0.015057491128903058,0.025801085587590932,0.9764381766447271,0.9933914184570313
33,0.0001,0.013789717502726907,0.012342508386954706,0.014472091248661403,0.022985742893069983,0.9790428982422236,0.9939956665039062
34,0.0001,0.012452252162749417,0.0113128200740943,0.01139432083301948,0.023295727279037236,0.9790758858593693,0.9941172281901042
35,0.0001,0.012258954248146006,0.010966021704314653,0.012929325449600342,0.02259844830259681,0.9801019439927758,0.9943308512369792
36,0.0001,0.012946078811779907,0.0114520886084813,0.014939901800155433,0.022620765818282963,0.9792635859647733,0.994305419921875
37,0.0001,0.01083989864746702,0.00985605535523094,0.00983843268695032,0.02430803165771067,0.9787060051612361,0.9941777547200521
38,0.0001,0.010596115916059287,0.00962523759247276,0.009708783453216885,0.022558688092976807,0.9814863231112289,0.994556172688802
39,0.0001,0.009843268847077508,0.008973975071213995,0.008692937706393343,0.023372923582792283,0.9807553600802229,0.9944086710611979
40,0.0001,0.012986154473513117,0.011490940235018565,0.014952142149857517,0.02814920316450298,0.96730711172167,0.99095458984375
41,0.0001,0.013240467099127181,0.011912000012117079,0.0132846710829379,0.02041582609526813,0.9787666181633026,0.9941340128580729
42,0.0001,0.010025771301229409,0.009263329514898257,0.0076244174126455675,0.021471449453383685,0.9816166745750756,0.9946314493815104
43,0.0001,0.008701337844525514,0.007994747758066472,0.007065900941501911,0.022018963657319545,0.9819859441697703,0.994695536295573
44,0.0001,0.018149264696005144,0.015535234780646758,0.026140297744184516,0.031225491687655448,0.9608476004197238,0.9894383748372396
45,0.0001,0.014683645933226701,0.013169191460385712,0.015144544102959696,0.022063965443521738,0.9799459808494376,0.9944259643554687
46,0.0001,0.011873042125801796,0.01082128800008023,0.010517540809290788,0.020898750983178616,0.9802784046547822,0.9945465087890625
47,2e-05,0.009753199281310276,0.009082650440716678,0.006705488496391655,0.0200983592774719,0.9816534990825216,0.9946645100911459
48,2e-05,0.008377397678008205,0.006944862580045521,0.014325350845636351,0.01582878758199513,0.9823751915754788,0.9949996948242188
49,2e-05,0.0071514791220818694,0.006484550331045881,0.006669287614484377,0.020002467557787895,0.9799612621244957,0.9946833292643229
50,2e-05,0.007598315298536643,0.006498617780526424,0.010996975157044859,0.016855121264234184,0.982647597397373,0.9950892130533854
51,2e-05,0.007343625910373771,0.005934973331194093,0.014086525449161664,0.017529495200142263,0.9830611655080278,0.9951766967773438
52,2e-05,0.0066076646174544115,0.005722278674259534,0.008853859055130756,0.019075722340494393,0.9836312950619231,0.9952997843424479
53,2e-05,0.0062504153301387285,0.0054754407372108954,0.0077497457614274295,0.01957910289056599,0.983764495216778,0.995325215657552
54,2e-05,0.00662816373032835,0.00539784471006481,0.012303189916514929,0.020748209208250046,0.9839061653052649,0.9953567504882812
55,2e-05,0.005693953725511926,0.005257005881972178,0.00436947819007073,0.01950767245143652,0.9839053909934924,0.995355224609375
56,2e-05,0.00633208604188961,0.0050938983674875754,0.012381876529248591,0.020751088531687854,0.98428125167552,0.9954427083333334
57,2e-05,0.005885694134681179,0.004860692778137871,0.01025001335936828,0.019147724332287907,0.9839102435179146,0.9953343709309895
58,2e-05,0.005877877901620399,0.004952382218928549,0.009254956606664588,0.020349237602204084,0.9842584955644146,0.9954182942708333
59,2e-05,0.00558330259321985,0.00482982662093627,0.0075347596215770436,0.020044268714264034,0.984352656013398,0.9954065958658854
60,2e-05,0.004925123266256582,0.0045622593847069876,0.0036286388085626188,0.021490673115476967,0.9844372613706395,0.9954671223958333
